,Außenbezirk,Adresse,Räume,Preis,Datum,PLZ,Parkplätze,Landgrösse,Breitengrad,Längengrad
283,Altona North,1 Beuron Rd,3,,2016-09-03,3025,1.0,620.0,-37.829,144.848
284,Altona North,45 Hearn St,5,1085000.0,2016-09-03,3025,6.0,592.0,-37.8388,144.8567
285,Altona North,4 Knapp St,3,781000.0,2016-09-03,3025,2.0,533.0,-37.8291,144.835
286,Altona North,103 Sixth Av,4,857500.0,2016-09-03,3025,,,,
287,Altona North,80A Hansen St,4,960000.0,2017-03-04,3025,,,,
288,Altona North,21 Hatherley Gr,3,750000.0,2017-03-04,3025,3.0,554.0,-37.8449,144.85
289,Altona North,3/66 Marion St,2,421000.0,2017-03-04,3025,1.0,77.0,-37.8351,144.8529
290,Altona North,153 Mills St,3,1405000.0,2017-03-04,3025,3.0,655.0,-37.8338,144.8562
291,Altona North,1/70 Misten Av,2,,2017-03-04,3025,,,,
292,Altona North,33 Carthy St,3,683000.0,2016-06-04,3025,2.0,534.0,-37.8284,144.8355
293,Altona North,47 Ginifer Av,3,,2016-06-04,3025,,,,
294,Altona North,16 Harris St,3,623000.0,2016-06-04,3025,3.0,540.0,-37.8267,144.8368
295,Altona North,1/5 Little St,3,720000.0,2016-08-06,3025,1.0,0.0,-37.8379,144.8583
296,Altona North,58a Clematis Av,4,780000.0,2016-05-07,3025,,,,
297,Altona North,1/77 Hansen St,3,720000.0,2016-05-07,3025,,,,
298,Altona North,21 Joel Av,3,705000.0,2016-05-07,3025,,,,
299,Altona North,1/95 Mills St,3,588000.0,2016-05-07,3025,1.0,328.0,-37.838,144.8555
300,Altona North,2/5 Stapley Cr,4,720000.0,2016-05-07,3025,,,,
301,Altona North,5 Binns St,3,710000.0,2016-11-07,3025,3.0,540.0,-37.8294,144.8378
302,Altona North,2/9 First Av,2,550000.0,2016-11-07,3025,,,,
303,Altona North,1/28 Irwin Av,3,640000.0,2016-11-07,3025,,,,
304,Altona North,3/49 Misten Av,3,537500.0,2016-11-07,3025,,,,
305,Altona North,29a The Broadway,4,,2016-11-07,3025,,,,
306,Altona North,25 Allan St,4,875000.0,2016-10-08,3025,4.0,559.0,-37.8448,144.8529
307,Altona North,9 Fourth Av,3,800000.0,2016-10-08,3025,,,,
308,Altona North,11a Edward Av,3,713500.0,2016-09-10,3025,,,,
309,Altona North,45 Freemans Rd,4,,2016-12-10,3025,5.0,537.0,-37.8261,144.8391
310,Altona North,21 Hatherley Gr,3,700000.0,2016-12-10,3025,3.0,554.0,-37.8449,144.85
311,Altona North,1B Paproth Gr,2,551000.0,2016-12-10,3025,,,,
312,Altona North,7 Seventh Av,3,685000.0,2016-12-10,3025,,,,
313,Altona North,1/256 Mason St,2,640000.0,2017-03-11,3025,1.0,252.0,-37.8397,144.8602
314,Altona North,21 Allan St,4,650000.0,2016-06-12,3025,4.0,558.0,-37.8451,144.8529
315,Altona North,56a First Av,3,925000.0,2016-11-12,3025,,,,
316,Altona North,63a First Av,3,,2016-08-13,3025,,,,
317,Altona North,59 Misten Av,2,,2016-08-13,3025,,,,
318,Altona North,85a First Av,3,670000.0,2016-05-14,3025,,,,
319,Altona North,22 Joel Av,3,680000.0,2016-05-14,3025,,,,
320,Altona North,11 Mahon Av,3,765000.0,2016-05-14,3025,,,,
321,Altona North,2/36 May St,3,675000.0,2016-05-14,3025,2.0,171.0,-37.8337,144.8554
322,Altona North,11 Beevers St,3,708000.0,2016-10-15,3025,2.0,585.0,-37.8258,144.8523
323,Altona North,2/10 Cleghorn Av,3,656000.0,2016-10-15,3025,,,,
324,Altona North,2 Edward Av,4,883000.0,2016-10-15,3025,,,,
325,Altona North,10 Murphy St,4,965000.0,2016-10-15,3025,4.0,851.0,-37.8345,144.8444
326,Altona North,128 Second Av,3,870000.0,2016-10-15,3025,,,,
327,Altona North,5/24 Valerian Av,3,681000.0,2016-10-15,3025,,,,
328,Altona North,2/31 Cooper Av,2,522500.0,2016-07-16,3025,,,,
329,Altona North,9 Begonia Av,5,972000.0,2016-09-17,3025,,,,
330,Altona North,1/36 Amaranth Av,3,590000.0,2016-06-18,3025,,,,
331,Altona North,3/36 Amaranth Av,2,450000.0,2016-06-18,3025,,,,
332,Altona North,61 Cooper Av,3,765000.0,2016-06-18,3025,,,,
333,Altona North,10 Freemans St,3,750000.0,2016-06-18,3025,,,,
334,Altona North,16 Beevers St,3,680000.0,2016-11-19,3025,3.0,551.0,-37.8254,144.8514
335,Altona North,4/63 Marion St,1,,2016-11-19,3025,1.0,0.0,-37.8355,144.853
336,Altona North,150A McIntosh Rd,2,510000.0,2016-11-19,3025,,,,
337,Altona North,21 Neal Ct,3,770000.0,2016-11-19,3025,3.0,602.0,-37.8327,144.8451
338,Altona North,31 Duosa Rd,3,923000.0,2016-05-22,3025,2.0,740.0,-37.8269,144.8455
339,Altona North,252 Millers Rd,4,693000.0,2016-05-22,3025,4.0,315.0,-37.8391,144.8467
340,Altona North,1/156 Chambers Rd,3,620000.0,2016-08-22,3025,2.0,276.0,-37.8262,144.8443
341,Altona North,19 Cleghorn Av,3,800000.0,2016-08-22,3025,,,,
342,Altona North,2 Gadsden St,3,728500.0,2016-08-22,3025,1.0,531.0,-37.8277,144.8385
343,Altona North,24 Hansen St,3,931000.0,2016-08-22,3025,1.0,590.0,-37.8382,144.8649
344,Altona North,4 Prismall St,3,988000.0,2016-08-22,3025,4.0,715.0,-37.8423,144.8632
345,Altona North,1/21 Freemans Rd,3,590000.0,2016-04-23,3025,,,,
346,Altona North,122 McIntosh Rd,3,590000.0,2016-04-23,3025,2.0,561.0,-37.8444,144.8491
347,Altona North,35 May St,2,610000.0,2016-09-24,3025,2.0,691.0,-37.834,144.8553
348,Altona North,29 Cyclamen Av,2,,2017-02-25,3025,,,,
349,Altona North,6 Hill St,3,815000.0,2017-02-25,3025,3.0,555.0,-37.8318,144.8388
350,Altona North,84 May St,4,970000.0,2017-02-25,3025,2.0,708.0,-37.833,144.8494
351,Altona North,81 Fifth Av,4,840000.0,2016-07-26,3025,,,,
352,Altona North,23 Huxtable Av,3,840000.0,2016-07-26,3025,,,,
353,Altona North,155 Chambers Rd,4,760000.0,2016-06-27,3025,3.0,668.0,-37.8262,144.8439
354,Altona North,61a First Av,3,852500.0,2016-06-27,3025,,,,
355,Altona North,268d Mason St,4,847500.0,2016-06-27,3025,1.0,252.0,-37.8393,144.8568
356,Altona North,5 Cresser St,4,1200000.0,2016-11-27,3025,4.0,633.0,-37.8375,144.8541
357,Altona North,1/33 Fifth Av,3,630000.0,2016-11-27,3025,,,,
358,Altona North,1/8 Fourth Av,3,,2016-11-27,3025,,,,
359,Altona North,107 McIntosh Rd,3,700000.0,2016-11-27,3025,1.0,557.0,-37.8441,144.8505
360,Altona North,10 Knapp St,3,625000.0,2016-05-28,3025,1.0,536.0,-37.8285,144.8351
361,Altona North,4/221 Blackshaws Rd,2,292000.0,2016-08-28,3025,1.0,153.0,-37.8332,144.8649
362,Altona North,56a MacDonald Av,3,640000.0,2016-08-28,3025,,,,
363,Altona North,126 Sixth Av,3,800000.0,2016-07-30,3025,,,,
364,Armadale,24 Hume St,3,,2016-09-03,3143,1.0,305.0,-37.8573,145.0226
365,Armadale,8/19 Mercer Rd,2,599000.0,2016-09-03,3143,1.0,0.0,-37.8543,145.0262
366,Armadale,1/42 Adelaide St,2,550000.0,2016-12-03,3143,0.0,861.0,-37.8539,145.0284
367,Armadale,14/71 Denbigh Rd,3,995000.0,2016-12-03,3143,2.0,0.0,-37.8552,145.016
368,Armadale,4/769 High St,3,1205000.0,2016-12-03,3143,2.0,101.0,-37.854,145.0135
369,Armadale,12 Huntingtower Rd,3,,2016-12-03,3143,2.0,588.0,-37.8546,145.0245
370,Armadale,28 Lambeth Av,3,2675000.0,2016-12-03,3143,,,,
371,Armadale,7 Llaneast St,3,1939000.0,2016-12-03,3143,2.0,296.0,-37.8614,145.0274
372,Armadale,9/55 Northcote Rd,1,421500.0,2016-12-03,3143,0.0,0.0,-37.853,145.0167
373,Armadale,1/7 Railway Av,2,585000.0,2016-12-03,3143,,,,
374,Armadale,65 Barkly Av,3,2050000.0,2017-03-04,3143,,,,
375,Armadale,28 Cambridge St,3,1870000.0,2017-03-04,3143,1.0,217.0,-37.8592,145.0182
376,Armadale,6 Cambridge St,4,,2017-03-04,3143,1.0,211.0,-37.859,145.0172
377,Armadale,3/16 Fulton St,2,678000.0,2017-03-04,3143,2.0,0.0,-37.8538,145.0127
378,Armadale,6 Fulton St,2,,2017-03-04,3143,1.0,183.0,-37.8538,145.0123
379,Armadale,21 Lambeth Av,3,,2017-03-04,3143,,,,
380,Armadale,3/20 Mercer Rd,3,1918000.0,2017-03-04,3143,2.0,0.0,-37.8537,145.0267
381,Armadale,7/53 Wattletree Rd,1,,2017-03-04,3143,0.0,881.0,-37.8614,145.0222
382,Armadale,1/77 Wattletree Rd,2,660000.0,2017-03-04,3143,1.0,0.0,-37.8619,145.0257
383,Armadale,12 Willis St,3,2050000.0,2017-03-04,3143,1.0,205.0,-37.8574,145.0281
384,Armadale,12 Alleyne Av,4,,2016-06-04,3143,,,,
385,Armadale,3/10 Denbigh Rd,2,,2016-06-04,3143,1.0,0.0,-37.8596,145.0156
386,Armadale,8/71 Denbigh Rd,2,700000.0,2016-06-04,3143,2.0,0.0,-37.8552,145.016
387,Armadale,11/17 Myamyn St,2,3625000.0,2016-06-04,3143,2.0,0.0,-37.8555,145.0291
388,Armadale,526 Orrong Rd,4,3000000.0,2016-06-04,3143,2.0,1581.0,-37.858,145.0111
389,Armadale,37 Barkly Av,2,1930000.0,2016-08-06,3143,,,,
390,Armadale,553 Dandenong Rd,5,1525000.0,2016-05-07,3143,2.0,693.0,-37.8638,145.0229
391,Armadale,17 Egerton Rd,4,,2016-05-07,3143,2.0,500.0,-37.8623,145.0223
392,Armadale,9/19 Mercer Rd,3,735000.0,2016-05-07,3143,1.0,2113.0,-37.8543,145.0262
393,Armadale,6/26 Mercer Rd,2,825000.0,2016-05-07,3143,1.0,0.0,-37.8528,145.0268
394,Armadale,538a Orrong Rd,3,1586000.0,2016-05-07,3143,2.0,246.0,-37.8566,145.0116
395,Armadale,557 Orrong Rd,4,,2016-05-07,3143,2.0,369.0,-37.8548,145.0113
396,Armadale,5/68 Rose St,3,,2016-05-07,3143,1.0,175.0,-37.8515,145.02
397,Armadale,11/38 Wattletree Rd,2,,2016-05-07,3143,1.0,0.0,-37.8613,145.0184
398,Armadale,24 Lambeth Av,5,,2016-11-07,3143,,,,
399,Armadale,18/41 Kooyong Rd,2,645000.0,2016-10-08,3143,1.0,0.0,-37.8596,145.0198
400,Armadale,10 William St,1,1435000.0,2016-10-08,3143,1.0,144.0,-37.8564,145.0228
401,Armadale,11 Adelaide St,4,,2016-09-10,3143,2.0,662.0,-37.8549,145.0276
402,Armadale,15/405 Dandenong Rd,1,280000.0,2016-09-10,3143,1.0,0.0,-37.8619,145.0185
403,Armadale,1/2 Armadale St,1,400000.0,2016-12-10,3143,1.0,0.0,-37.8605,145.0185
404,Armadale,54 Denbigh Rd,4,,2016-12-10,3143,2.0,551.0,-37.8566,145.0161
405,Armadale,4/20 Mercer Rd,2,1780000.0,2016-12-10,3143,2.0,0.0,-37.8537,145.0267
406,Armadale,47 Northcote Rd,3,,2016-12-10,3143,0.0,246.0,-37.8533,145.0169
407,Armadale,8/58 Sutherland Rd,2,592500.0,2016-12-10,3143,1.0,0.0,-37.8574,145.0174
408,Armadale,6A Munro St,3,,2016-11-12,3143,1.0,242.0,-37.8534,145.0185
409,Armadale,40 New St,2,1210000.0,2016-11-12,3143,0.0,249.0,-37.8543,145.016
410,Armadale,35 Northcote Rd,4,2801000.0,2016-11-12,3143,2.0,624.0,-37.8536,145.0173
411,Armadale,7/17 Myamyn St,3,,2016-08-13,3143,3.0,0.0,-37.8555,145.0291
412,Armadale,595 Orrong Rd,3,,2016-08-13,3143,2.0,292.0,-37.8523,145.0116
413,Armadale,3 Wattletree Rd,3,,2016-05-14,3143,1.0,482.0,-37.8606,145.0157
414,Armadale,7/53 Wattletree Rd,1,390000.0,2016-05-14,3143,0.0,881.0,-37.8614,145.0222
415,Armadale,2b Denbigh Rd,3,,2016-10-15,3143,1.0,228.0,-37.8603,145.0155
416,Armadale,791 High St,3,1800000.0,2016-10-15,3143,2.0,405.0,-37.8545,145.0145
417,Armadale,22 Lambeth Av,4,,2016-10-15,3143,,,,
418,Armadale,25 Llaneast St,4,2200000.0,2016-10-15,3143,2.0,495.0,-37.8613,145.0264
419,Armadale,5 Alleyne Av,4,,2016-04-16,3143,,,,
420,Armadale,8/569 Orrong Rd,1,324000.0,2016-04-16,3143,1.0,0.0,-37.8537,145.0114
421,Armadale,19 Sutherland Rd,3,,2016-04-16,3143,2.0,451.0,-37.8593,145.0167
422,Armadale,17/579 Dandenong Rd,2,,2016-07-16,3143,1.0,0.0,-37.8646,145.0247
423,Armadale,11/26 Gladstone Av,2,,2016-07-16,3143,,,,
424,Armadale,2/1 Munro St,3,,2016-07-16,3143,4.0,0.0,-37.853,145.0181
425,Armadale,1 Cambridge St,2,,2016-09-17,3143,2.0,230.0,-37.8593,145.017
426,Armadale,367 Dandenong Rd,6,5525000.0,2016-09-17,3143,4.0,1491.0,-37.8602,145.013
427,Armadale,10 Egerton Rd,4,,2016-09-17,3143,2.0,449.0,-37.8628,145.0226
428,Armadale,34a Rose St,2,1125000.0,2016-09-17,3143,2.0,169.0,-37.851,145.0161
429,Armadale,42 Rose St,3,2250000.0,2016-09-17,3143,1.0,301.0,-37.8511,145.0167
430,Armadale,12 Auburn Gr,3,2360000.0,2017-03-18,3143,0.0,336.0,-37.8558,145.015
431,Armadale,31 Hume St,2,1900000.0,2017-03-18,3143,0.0,207.0,-37.8571,145.0224
432,Armadale,10/581 Orrong Rd,1,440000.0,2017-03-18,3143,1.0,0.0,-37.8531,145.0115
433,Armadale,5/8 Sutherland Rd,2,,2017-03-18,3143,,,,
434,Armadale,5/92 Wattletree Rd,2,,2017-03-18,3143,1.0,734.0,-37.8623,145.0262
435,Armadale,7/579 Dandenong Rd,2,490000.0,2016-06-18,3143,1.0,0.0,-37.8646,145.0247
436,Armadale,1/13 Denbigh Rd,3,,2016-06-18,3143,2.0,0.0,-37.859,145.0153
437,Armadale,19 Glassford St,3,2365000.0,2016-06-18,3143,1.0,316.0,-37.8521,145.019
438,Armadale,14 New St,3,1300000.0,2016-06-18,3143,2.0,212.0,-37.8542,145.0149
439,Armadale,9/38 Northcote Rd,2,,2016-06-18,3143,1.0,0.0,-37.8531,145.0173
440,Armadale,7/501 Orrong Rd,3,732000.0,2016-06-18,3143,2.0,0.0,-37.8597,145.0104
441,Armadale,6/51 Armadale St,2,704000.0,2016-11-19,3143,1.0,0.0,-37.8573,145.0186
442,Armadale,30 Barkly Av,4,,2016-11-19,3143,,,,
443,Armadale,5/31 Inverness Av,2,,2016-11-19,3143,,,,
444,Armadale,12/41 Kooyong Rd,2,620000.0,2016-11-19,3143,1.0,0.0,-37.8596,145.0198
445,Armadale,63 Denbigh Rd,3,1900000.0,2016-05-22,3143,2.0,328.0,-37.8559,145.0158
446,Armadale,1 Derby St,3,,2016-05-22,3143,2.0,0.0,-37.8512,145.0207
447,Armadale,5/2 Mercer Rd,3,,2016-05-22,3143,2.0,0.0,-37.8557,145.0264
448,Armadale,9/60 Wattletree Rd,2,,2016-05-22,3143,1.0,2659.0,-37.8616,145.0211
449,Armadale,13/56 Sutherland Rd,1,315000.0,2016-08-22,3143,1.0,0.0,-37.8575,145.0174
450,Armadale,12 Baldwin St,3,,2016-04-23,3143,0.0,151.0,-37.8549,145.0219
451,Armadale,48 Barkly Av,3,1992000.0,2016-04-23,3143,,,,
452,Armadale,7/22 Derby St,1,450000.0,2016-09-24,3143,1.0,0.0,-37.8509,145.0203
453,Armadale,10/51 Armadale St,2,710000.0,2017-02-25,3143,1.0,2471.0,-37.8573,145.0186
454,Armadale,2/377 Dandenong Rd,2,872000.0,2017-02-25,3143,1.0,1194.0,-37.8604,145.0147
455,Armadale,1/14 Denbigh Rd,2,598000.0,2017-02-25,3143,1.0,0.0,-37.8593,145.0156
456,Armadale,15 Sutherland Rd,3,,2017-02-25,3143,2.0,459.0,-37.8595,145.0166
457,Armadale,75 Sutherland Rd,3,1285000.0,2017-02-25,3143,2.0,186.0,-37.8554,145.0173
458,Armadale,61 Union St,4,3660000.0,2017-02-25,3143,2.0,421.0,-37.8593,145.0275
459,Armadale,30 Willis St,3,,2017-02-25,3143,2.0,251.0,-37.8572,145.0275
460,Armadale,1/770 Malvern Rd,2,,2016-07-26,3143,1.0,0.0,-37.8498,145.0145
461,Armadale,1/403 Dandenong Rd,2,520000.0,2016-06-27,3143,1.0,0.0,-37.8618,145.0183
462,Armadale,7 Lambeth Av,4,2760000.0,2016-06-27,3143,,,,
463,Armadale,3 Alleyne Av,4,,2016-11-27,3143,,,,
464,Armadale,10/507 Dandenong Rd,2,690000.0,2016-11-27,3143,,,,
465,Armadale,44 Denbigh Rd,4,3625000.0,2016-11-27,3143,2.0,709.0,-37.8574,145.016
466,Armadale,44 Hampden Rd,4,4200000.0,2016-11-27,3143,3.0,563.0,-37.8582,145.0138
467,Armadale,3/769 High St,3,1101000.0,2016-11-27,3143,2.0,103.0,-37.8542,145.0135
468,Armadale,4 Mercer Rd,3,3512500.0,2016-11-27,3143,2.0,617.0,-37.8557,145.0264
469,Armadale,4/38 Northcote Rd,2,,2016-11-27,3143,1.0,0.0,-37.8531,145.0173
470,Armadale,4/576 Orrong Rd,2,,2016-11-27,3143,2.0,0.0,-37.8539,145.0119
471,Armadale,17 Kooyong Rd,4,2000000.0,2016-05-28,3143,4.0,544.0,-37.8611,145.0195
472,Armadale,896 Malvern Rd,3,,2016-05-28,3143,1.0,0.0,-37.8505,145.0205
473,Armadale,1/31 Mercer Rd,3,869000.0,2016-05-28,3143,1.0,0.0,-37.853,145.0264
474,Armadale,8/507 Dandenong Rd,2,577000.0,2016-08-28,3143,,,,
475,Armadale,8 Derby St,3,,2016-08-28,3143,1.0,196.0,-37.8509,145.0208
476,Armadale,1/6 Elm Gr,2,,2016-08-28,3143,4.0,0.0,-37.8525,145.0159
477,Armadale,37 Lambeth Av,3,2865000.0,2016-08-28,3143,,,,
478,Armadale,16 Llaneast St,5,2810000.0,2016-08-28,3143,2.0,617.0,-37.8611,145.0271
479,Armadale,2/532 Orrong Rd,2,565000.0,2016-08-28,3143,1.0,0.0,-37.8573,145.0112
480,Armadale,5/555 Orrong Rd,1,567000.0,2016-08-28,3143,1.0,0.0,-37.8549,145.0113
481,Armadale,3/50 Denbigh Rd,2,546000.0,2016-07-30,3143,0.0,0.0,-37.8568,145.0161
482,Armadale,11 Egerton Rd,2,,2016-07-30,3143,1.0,266.0,-37.8626,145.0222
483,Armadale,7/844 Malvern Rd,2,471500.0,2016-07-30,3143,1.0,0.0,-37.8503,145.0185
484,Ascot Vale,24 Ayr St,3,,2016-09-03,3032,2.0,305.0,-37.7799,144.9296
485,Ascot Vale,2/43 Roxburgh St,2,455000.0,2016-09-03,3032,2.0,0.0,-37.7756,144.9165
486,Ascot Vale,30 Rothwell St,3,940000.0,2016-12-03,3032,2.0,298.0,-37.7777,144.9195
487,Ascot Vale,9/5 Rothwell St,2,467000.0,2016-12-03,3032,1.0,0.0,-37.7761,144.9201
488,Ascot Vale,47 Union Rd,3,,2016-12-03,3032,2.0,271.0,-37.7783,144.9149
489,Ascot Vale,42 Archer Av,3,895000.0,2016-02-04,3032,,,,
490,Ascot Vale,7 Francis St,3,1380000.0,2017-03-04,3032,2.0,277.0,-37.7777,144.9221
491,Ascot Vale,2/21 Harold St,2,490000.0,2017-03-04,3032,1.0,423.0,-37.7736,144.9015
492,Ascot Vale,44 The Parade,4,1850000.0,2017-03-04,3032,1.0,478.0,-37.7729,144.9179
493,Ascot Vale,97 Walter St,3,1284000.0,2017-03-04,3032,2.0,623.0,-37.7758,144.9089
494,Ascot Vale,98 Epsom Rd,3,971000.0,2016-06-04,3032,2.0,285.0,-37.775,144.9091
495,Ascot Vale,8 Geddes St,2,710000.0,2016-06-04,3032,1.0,214.0,-37.7776,144.9142
496,Ascot Vale,75 Maribyrnong Rd,6,2425000.0,2016-06-04,3032,2.0,1014.0,-37.7721,144.9184
497,Ascot Vale,119 Roseberry St,2,750000.0,2016-06-04,3032,1.0,226.0,-37.7745,144.9093
498,Ascot Vale,25 Station Av,2,840000.0,2016-06-04,3032,,,,
