Year,Regionname,Rooms,Distance,Propertycount,SellerG,Price
2018,Western Metropolitan,3,27.2,5262.0,Sweeney,416000.0
2018,Western Metropolitan,3,27.2,5262.0,hockingstuart,
2018,Northern Metropolitan,3,12.7,1369.0,Buckingham,745000.0
2018,Northern Metropolitan,3,12.7,1369.0,Buckingham,655000.0
2018,Western Metropolitan,2,6.3,6543.0,Jas,870000.0
2018,Western Metropolitan,2,6.3,6543.0,Village,495000.0
2018,Western Metropolitan,3,6.3,6543.0,Jas,1000000.0
2018,Western Metropolitan,2,6.3,6543.0,Sweeney,410000.0
2018,Western Metropolitan,3,6.3,6543.0,Jas,
2018,Northern Metropolitan,2,5.7,2211.0,Nelson,765000.0
2018,Western Metropolitan,3,12.8,1281.0,Barry,630000.0
2018,Northern Metropolitan,4,16.5,1130.0,Stockdale,578000.0
2018,Western Metropolitan,3,9.5,4502.0,Moonee,730000.0
2018,Northern Metropolitan,4,12.1,10175.0,Barry,830000.0
2018,Northern Metropolitan,2,12.1,10175.0,Ray,536000.0
2018,Western Metropolitan,5,14.8,7719.0,Barry,680000.0
2018,Western Metropolitan,3,14.8,7719.0,Prof.,450000.0
2018,Northern Metropolitan,4,20.6,15510.0,Barry,695000.0
2018,Northern Metropolitan,3,20.6,15510.0,LJ,560000.0
2018,Northern Metropolitan,3,20.6,15510.0,Stockdale,360000.0
2018,Northern Metropolitan,4,20.6,15510.0,Raine,511500.0
2018,Northern Metropolitan,4,20.6,15510.0,Ray,710500.0
2018,Western Metropolitan,3,14.8,6388.0,RW,
2018,Western Metropolitan,3,14.8,6388.0,FN,490000.0
2018,Northern Victoria,4,25.9,7254.0,HAR,
2018,Northern Victoria,3,25.9,7254.0,HAR,477000.0
2018,Northern Metropolitan,3,19.6,10926.0,Stockdale,
2018,Northern Metropolitan,3,13.1,5070.0,Brad,876000.0
2018,Western Metropolitan,2,5.1,7570.0,hockingstuart/Sweeney,800000.0
2018,Northern Metropolitan,2,11.2,8870.0,Eview,685000.0
2018,Northern Metropolitan,3,11.2,8870.0,RW,645000.0
2018,Northern Metropolitan,4,20.4,4864.0,LJ,
2018,Western Metropolitan,5,18.4,13830.0,Benlor,
2018,Western Metropolitan,4,18.4,13830.0,Gold,
2018,Western Metropolitan,4,18.4,13830.0,Benlor,680000.0
2018,Western Metropolitan,3,18.4,13830.0,Benlor,
2018,Northern Metropolitan,3,3.4,5263.0,Rendina,
2018,Northern Metropolitan,4,12.1,1414.0,Ray,720000.0
2018,Northern Metropolitan,7,17.4,4704.0,Raine,786500.0
2018,Northern Metropolitan,1,0.0,17496.0,Harcourts,445000.0
2018,Western Victoria,4,31.7,3600.0,hockingstuart,413000.0
2018,Western Victoria,4,29.8,4718.0,hockingstuart,410000.0
2018,Western Victoria,3,29.8,4718.0,hockingstuart,417500.0
2018,Western Victoria,3,29.8,4718.0,PRDNationwide,
2018,Northern Victoria,3,31.7,6065.0,Ryder,
2018,Northern Metropolitan,5,25.9,5812.0,Stockdale,676000.0
2018,Northern Metropolitan,3,17.9,10529.0,Ray,592000.0
2018,Northern Metropolitan,4,17.9,10529.0,HAR,
2018,Northern Metropolitan,3,17.9,10529.0,HAR,635000.0
2018,Western Metropolitan,1,6.2,5498.0,hockingstuart,340000.0
2018,Northern Metropolitan,2,1.8,6821.0,Rendina,880000.0
2018,Western Metropolitan,2,14.7,15542.0,LJ,411000.0
2018,Western Metropolitan,4,14.7,15542.0,FN,
2018,Western Metropolitan,3,14.7,15542.0,LJ,587500.0
2018,Western Metropolitan,3,14.7,15542.0,Point,750000.0
2018,Western Metropolitan,3,14.7,15542.0,Reliance,675000.0
2018,Western Metropolitan,4,14.7,15542.0,Reliance,692000.0
2018,Northern Metropolitan,4,8.4,14577.0,Ray,
2018,Northern Metropolitan,2,12.0,21650.0,Ray,525500.0
2018,Northern Metropolitan,3,20.6,5833.0,Raine,525000.0
2018,Western Metropolitan,2,5.1,2417.0,Sweeney,807500.0
2018,Northern Metropolitan,4,20.5,7969.0,Ray,670000.0
2018,Western Metropolitan,3,14.0,14042.0,hockingstuart,675000.0
2018,Western Metropolitan,2,14.0,14042.0,People,400000.0
2018,Western Metropolitan,2,18.4,10160.0,Greg,
2018,Northern Metropolitan,2,7.0,8870.0,Nelson,830000.0
2018,Western Metropolitan,3,14.7,16166.0,hockingstuart,437500.0
2018,Western Metropolitan,3,14.7,16166.0,Barry,900000.0
2018,Western Metropolitan,2,14.7,16166.0,FN,
2018,Western Metropolitan,3,14.7,16166.0,Benlor,
2018,Western Metropolitan,2,6.4,5058.0,hockingstuart,623000.0
2018,Western Metropolitan,2,6.3,6543.0,hockingstuart/Biggin,755000.0
2018,Western Metropolitan,3,6.3,6543.0,Biggin,
2018,Northern Metropolitan,1,3.0,4019.0,Biggin,420000.0
2018,Western Metropolitan,4,7.5,1543.0,Jellis,1710000.0
2018,Western Metropolitan,3,10.4,3464.0,Nelson,693000.0
2018,Western Metropolitan,3,10.5,2185.0,RW,812000.0
2018,Western Metropolitan,3,11.0,5301.0,Williams,970000.0
2018,Western Metropolitan,4,15.5,7630.0,Sweeney,840000.0
2018,Western Metropolitan,3,15.5,7630.0,hockingstuart,808000.0
2018,Western Metropolitan,2,15.5,7630.0,Barry,545000.0
2018,Western Metropolitan,3,9.4,5132.0,hockingstuart,870000.0
2018,Western Metropolitan,3,9.4,5132.0,Village,671000.0
2018,Western Metropolitan,3,12.8,1281.0,Barry,726500.0
2018,Western Metropolitan,3,12.8,1281.0,Nguyen,495000.0
2018,Western Metropolitan,3,4.3,6567.0,Nelson,950000.0
2018,Western Metropolitan,3,4.3,6567.0,Nelson,520000.0
2018,Western Metropolitan,4,4.3,6567.0,Nelson,1075000.0
2018,Western Metropolitan,2,4.3,6567.0,Nelson,640000.0
2018,Northern Metropolitan,3,14.0,4294.0,Barry,565000.0
2018,Western Metropolitan,2,6.4,962.0,hockingstuart,410000.0
2018,Northern Metropolitan,1,5.2,11918.0,Walshe,315000.0
2018,Northern Metropolitan,6,5.2,11918.0,buyMyplace,
2018,Northern Metropolitan,2,5.2,11918.0,Nelson,1005000.0
2018,Northern Metropolitan,3,4.0,5533.0,Nelson,
2018,Northern Metropolitan,2,4.0,5533.0,Nelson,1190000.0
2018,Northern Metropolitan,2,4.0,5533.0,Barry,765000.0
2018,Northern Metropolitan,4,4.0,5533.0,Nelson,965000.0
2018,Northern Metropolitan,2,5.2,7082.0,Walshe,530000.0
2018,Northern Metropolitan,1,5.2,7082.0,Walshe,
2018,Northern Metropolitan,3,5.2,7082.0,Jellis,1250000.0
2018,Northern Metropolitan,3,5.2,7082.0,Woodards,830000.0
2018,Northern Metropolitan,3,5.2,7082.0,Red,
2018,Northern Metropolitan,1,5.2,7082.0,Jellis,255000.0
2018,Northern Metropolitan,2,5.2,7082.0,Woodards,490000.0
2018,Northern Metropolitan,3,12.1,10175.0,Ray,689000.0
2018,Northern Metropolitan,2,12.1,10175.0,Ray,405000.0
2018,Northern Metropolitan,3,12.1,10175.0,Jellis,
2018,Northern Metropolitan,3,2.4,438.0,Biggin,1213000.0
2018,Western Metropolitan,4,14.8,1686.0,Barry,650000.0
2018,Northern Metropolitan,4,3.5,3106.0,Woodards,1810000.0
2018,Northern Metropolitan,2,3.5,3106.0,Nelson,965000.0
2018,Western Metropolitan,6,14.8,7719.0,Barry,
2018,Northern Metropolitan,2,6.7,11204.0,Nelson,821000.0
2018,Northern Metropolitan,2,6.7,11204.0,Nelson,980000.0
2018,Northern Metropolitan,3,6.7,3445.0,Nelson,940000.0
2018,Northern Metropolitan,3,20.6,15510.0,YPA,620000.0
2018,Northern Metropolitan,3,20.6,15510.0,YPA,520000.0
2018,Northern Metropolitan,3,20.6,15510.0,Ray,385000.0
2018,Northern Metropolitan,4,20.6,15510.0,Ray,761000.0
2018,Northern Metropolitan,4,20.6,15510.0,HAR,
2018,Northern Metropolitan,2,20.6,15510.0,Ray,414000.0
2018,Northern Metropolitan,2,2.4,1123.0,Biggin,1260000.0
2018,Northern Metropolitan,3,14.0,2246.0,YPA,535000.0
2018,Northern Metropolitan,3,14.0,2246.0,YPA,515000.0
2018,Northern Metropolitan,3,14.0,2246.0,Barry,
2018,Northern Victoria,3,21.8,4258.0,Barry,720000.0
2018,Northern Victoria,3,25.9,7254.0,YPA,622000.0
2018,Northern Metropolitan,3,19.6,10926.0,HAR,676000.0
2018,Western Metropolitan,3,7.5,9264.0,Rendina,1715000.0
2018,Western Metropolitan,4,7.5,9264.0,Nelson,1067500.0
2018,Northern Metropolitan,3,13.1,5070.0,Re,630000.0
2018,Northern Metropolitan,3,13.1,5070.0,Barry,520000.0
2018,Northern Metropolitan,2,2.1,5825.0,Peter,753000.0
2018,Northern Metropolitan,2,3.6,6244.0,Jellis,
2018,Northern Metropolitan,3,3.4,3593.0,Nelson,
2018,Western Metropolitan,2,5.1,7570.0,Village,585000.0
2018,Western Metropolitan,2,5.1,7570.0,Sweeney,497000.0
2018,Northern Metropolitan,3,11.2,8870.0,Purplebricks,
2018,Northern Metropolitan,3,16.1,8524.0,McGrath,820000.0
2018,Northern Metropolitan,3,16.1,8524.0,Fletchers,
2018,Northern Metropolitan,4,20.4,4864.0,Stockdale,746000.0
2018,Northern Metropolitan,4,20.4,4864.0,YPA,999000.0
2018,Western Metropolitan,4,18.0,5556.0,O'Brien,680000.0
2018,Western Metropolitan,4,18.0,5556.0,Barry,620000.0
2018,Western Metropolitan,4,18.0,5556.0,Barry,642000.0
2018,Western Metropolitan,3,18.4,13830.0,Barry,795000.0
2018,Western Metropolitan,3,18.4,13830.0,Wyndham,
2018,Western Metropolitan,4,18.4,13830.0,hockingstuart,570000.0
2018,Western Metropolitan,4,18.4,13830.0,Barry,
2018,Western Metropolitan,3,18.4,13830.0,Sweeney,556000.0
2018,Northern Metropolitan,2,14.0,851.0,YPA,420000.0
2018,Western Metropolitan,4,14.0,1202.0,Ray,610000.0
2018,Western Metropolitan,4,15.5,3656.0,YPA,665000.0
2018,Western Metropolitan,3,11.7,5629.0,Barry,980000.0
2018,Western Metropolitan,2,11.7,5629.0,Moonee,595000.0
2018,Northern Metropolitan,3,3.4,5263.0,Rendina,1115000.0
2018,Northern Metropolitan,2,3.4,5263.0,Woodards,855000.0
2018,Northern Metropolitan,2,12.1,1414.0,Ray,526000.0
2018,Western Metropolitan,1,6.4,1808.0,Jas,241000.0
2018,Western Metropolitan,3,6.4,1808.0,Village,1020000.0
2018,Northern Metropolitan,3,16.3,8279.0,Ray,625000.0
2018,Western Metropolitan,2,15.5,2004.0,Hunter,440000.0
2018,Northern Metropolitan,3,12.7,4168.0,Ray,800000.0
2018,Northern Metropolitan,4,12.7,4168.0,Ray,875000.0
2018,Western Metropolitan,4,6.4,3873.0,Biggin,
2018,Western Metropolitan,2,4.3,4918.0,Edward,585000.0
2018,Western Metropolitan,3,4.3,4918.0,Biggin,765000.0
2018,Western Metropolitan,4,4.3,4918.0,Biggin,625000.0
2018,Northern Metropolitan,3,17.4,4704.0,YPA,458000.0
2018,Northern Metropolitan,3,17.4,4704.0,Barry,632000.0
2018,Northern Metropolitan,3,17.4,4704.0,YPA,587000.0
2018,Western Victoria,3,31.7,3600.0,Ryder,324000.0
2018,Northern Metropolitan,4,25.9,5812.0,Stockdale,610000.0
2018,Northern Metropolitan,3,25.9,5812.0,Barry,525000.0
2018,Northern Metropolitan,3,25.9,5812.0,Barry,517000.0
2018,Northern Metropolitan,4,25.9,5812.0,Stockdale,573500.0
2018,Northern Metropolitan,4,25.9,5812.0,Ray,610000.0
2018,Northern Metropolitan,3,17.9,10529.0,HAR,690500.0
2018,Northern Metropolitan,4,17.9,10529.0,Ray,825000.0
2018,Northern Metropolitan,4,17.9,10529.0,HAR,737000.0
2018,Northern Metropolitan,4,17.9,10529.0,HAR,872000.0
2018,Northern Metropolitan,3,17.9,10529.0,Love,579000.0
2018,Western Metropolitan,3,6.2,6232.0,Ray,1360000.0
2018,Western Metropolitan,3,6.2,6232.0,Nelson,1285000.0
2018,Western Metropolitan,3,6.2,6232.0,Nelson,1075000.0
2018,Western Metropolitan,1,6.2,5498.0,Williams,292500.0
2018,Western Metropolitan,4,10.4,2291.0,Brad,1300000.0
2018,Western Metropolitan,2,10.4,2291.0,Barry,910000.0
2018,Northern Metropolitan,3,1.8,6821.0,Jellis,1285000.0
2018,Northern Metropolitan,2,5.3,11364.0,Biggin,801000.0
2018,Northern Metropolitan,2,5.3,11364.0,Nelson,960000.0
2018,Northern Metropolitan,2,8.5,7485.0,Nelson,506000.0
2018,Western Metropolitan,4,14.7,15542.0,LJ,733000.0
2018,Western Metropolitan,3,14.7,15542.0,Barry,550000.0
2018,Western Metropolitan,4,14.7,15542.0,LJ,760000.0
2018,Western Metropolitan,4,14.7,15542.0,hockingstuart,507500.0
2018,Western Metropolitan,3,14.7,15542.0,Reliance,473000.0
2018,Western Metropolitan,3,14.7,15542.0,Barry,
2018,Western Metropolitan,4,14.7,15542.0,hockingstuart,697000.0
2018,Western Metropolitan,4,14.7,15542.0,LJ,631500.0
2018,Northern Metropolitan,2,12.0,21650.0,Ray,380000.0
2018,Northern Metropolitan,3,12.0,21650.0,Love,775000.0
2018,Northern Metropolitan,2,12.0,21650.0,Ray,630000.0
2018,Northern Metropolitan,2,12.0,21650.0,Ray,494000.0
2018,Northern Metropolitan,4,12.0,21650.0,Nelson,1305500.0
2018,Northern Metropolitan,3,2.4,14949.0,Jellis,1850000.0
2018,Northern Metropolitan,1,2.4,14949.0,Biggin,410000.0
2018,Northern Metropolitan,2,2.4,14949.0,hockingstuart,
2018,Northern Metropolitan,3,20.6,5833.0,@Realty,395000.0
2018,Northern Metropolitan,3,20.6,5833.0,Raine,492000.0
2018,Northern Metropolitan,3,20.6,5833.0,Raine,360000.0
2018,Northern Metropolitan,3,20.6,5833.0,Raine,363000.0
2018,Northern Metropolitan,3,20.6,5833.0,Stockdale,451000.0
2018,Western Metropolitan,3,11.0,852.0,Purplebricks,1105000.0
2018,Western Metropolitan,4,6.2,984.0,Williams,1015000.0
2018,Northern Metropolitan,4,20.5,7969.0,Stockdale,517000.0
2018,Northern Metropolitan,3,20.5,7969.0,Skad,652000.0
2018,Western Metropolitan,3,14.0,14042.0,Barry,600000.0
2018,Western Metropolitan,4,14.0,14042.0,People,540000.0
2018,Western Metropolitan,2,14.0,14042.0,People,440000.0
2018,Western Metropolitan,3,8.2,3284.0,Hodges,917000.0
2018,Western Metropolitan,4,31.7,14092.0,Barry,610000.0
2018,Western Metropolitan,4,31.7,14092.0,YPA,500500.0
2018,Western Metropolitan,3,31.7,14092.0,YPA,530000.0
2018,Western Metropolitan,3,31.7,14092.0,Raine,570000.0
2018,Western Metropolitan,3,10.5,3755.0,Bells,
2018,Western Metropolitan,3,10.5,3755.0,hockingstuart,781000.0
2018,Western Metropolitan,4,10.5,4217.0,Barry,
2018,Western Metropolitan,3,18.4,10160.0,hockingstuart,516000.0
2018,Western Metropolitan,4,18.4,10160.0,hockingstuart,648000.0
2018,Western Metropolitan,4,18.0,4242.0,Barry,735000.0
2018,Western Metropolitan,3,15.5,5336.0,Barry,670000.0
2018,Western Metropolitan,4,15.5,5336.0,Barry,650000.0
2018,Northern Metropolitan,4,15.3,7955.0,HAR,600000.0
2018,Northern Metropolitan,2,7.0,8870.0,Moonee,585000.0
2018,Northern Metropolitan,4,7.0,8870.0,Nelson,1850000.0
2018,Northern Metropolitan,2,7.0,8870.0,Nelson,1225000.0
2018,Western Metropolitan,4,18.4,5811.0,Wyndham,612500.0
2018,Western Metropolitan,4,18.4,5811.0,Barry,607000.0
2018,Western Metropolitan,4,18.4,5811.0,One,611000.0
2018,Western Metropolitan,3,18.4,5811.0,Ray,557500.0
2018,Western Metropolitan,4,12.9,3296.0,YPA,680000.0
2018,Northern Victoria,5,44.2,3988.0,LJ,920000.0
2018,Western Metropolitan,4,14.7,16166.0,Barry,
2018,Western Metropolitan,3,14.7,16166.0,Greg,479000.0
2018,Western Metropolitan,3,14.7,16166.0,YPA,470000.0
2018,Western Metropolitan,3,14.7,16166.0,Ray,390000.0
2018,Western Metropolitan,4,14.7,16166.0,Wyndham,580000.0
2018,Western Metropolitan,3,17.6,1999.0,Ace,475000.0
2018,Western Metropolitan,3,6.8,6380.0,Williams,1245000.0
2018,Western Metropolitan,3,6.8,802.0,Williams,1000000.0
2018,Northern Metropolitan,4,25.5,2940.0,LJH,620000.0
2018,Northern Metropolitan,4,25.5,2940.0,hockingstuart,615000.0
2018,Western Metropolitan,3,27.2,5262.0,Barry,
2018,Western Metropolitan,4,6.3,6543.0,Village,1110000.0
2018,Western Metropolitan,5,10.4,3464.0,Jellis,1025000.0
2018,Western Metropolitan,3,14.8,6388.0,HAR,
2018,Western Victoria,2,29.8,4718.0,PRDNationwide,300000.0
2018,Western Metropolitan,4,23.8,1490.0,YPA,
2018,Northern Metropolitan,3,12.0,21650.0,Purplebricks,
2018,Northern Victoria,3,44.2,3988.0,Ruralco,
2018,Northern Victoria,3,44.2,3988.0,Barry,430000.0
2018,Western Metropolitan,1,6.4,5058.0,Burnham,
2018,Western Metropolitan,2,10.5,2185.0,Biggin,500000.0
2018,Western Metropolitan,3,12.8,1281.0,Create,620000.0
2018,Northern Metropolitan,3,20.6,15510.0,RE,558800.0
2018,Northern Metropolitan,4,19.6,10926.0,Ray,775000.0
2018,Western Metropolitan,4,18.4,13830.0,Barry,610500.0
2018,Northern Metropolitan,6,15.3,7955.0,Ray,
2018,Western Metropolitan,1,6.3,6543.0,Biggin,469999.0
2018,Western Metropolitan,4,7.5,1543.0,Nelson,
2018,Western Metropolitan,3,10.4,3464.0,Nelson,890000.0
2018,Western Metropolitan,3,10.4,3464.0,Barry,
2018,Western Metropolitan,3,10.4,3464.0,Nelson,975000.0
2018,Western Metropolitan,3,10.4,3464.0,Nelson,891000.0
2018,Western Metropolitan,2,10.4,3464.0,Barry,700000.0
2018,Western Metropolitan,3,14.0,1899.0,YPA,
2018,Northern Metropolitan,4,5.7,2211.0,Jellis,1480000.0
2018,Northern Metropolitan,4,5.7,2211.0,Nelson,2420000.0
2018,Western Metropolitan,3,11.0,5301.0,Williams,1815000.0
2018,Western Metropolitan,3,15.5,7630.0,Burnham,600000.0
2018,Western Metropolitan,3,9.4,5132.0,hockingstuart,700000.0
2018,Western Metropolitan,4,12.8,1281.0,Barry,624000.0
2018,Western Metropolitan,1,4.3,6567.0,Brad,
2018,Western Metropolitan,3,4.3,6567.0,Rendina,
2018,Western Metropolitan,3,4.3,6567.0,Nelson,1050000.0
2018,Western Metropolitan,3,4.3,6567.0,Hodges,
2018,Western Metropolitan,3,9.5,4502.0,Moonee,
2018,Western Metropolitan,3,9.5,4502.0,Harcourts,
2018,Western Metropolitan,3,9.5,4502.0,Moonee,904000.0
2018,Western Metropolitan,3,9.5,4502.0,Moonee,680000.0
2018,Western Metropolitan,3,9.5,4502.0,Harcourts,725000.0
2018,Western Metropolitan,3,9.5,4502.0,Brad,
2018,Western Metropolitan,3,8.6,3589.0,Bells,801500.0
2018,Northern Metropolitan,3,14.0,4294.0,Barry,560000.0
2018,Northern Metropolitan,3,14.0,4294.0,YPA,
2018,Northern Metropolitan,3,14.0,4294.0,RW,770000.0
2018,Northern Metropolitan,2,14.0,4294.0,Stockdale,711000.0
2018,Northern Metropolitan,3,14.0,4294.0,YPA,653000.0
2018,Northern Metropolitan,3,14.0,4294.0,YPA,407500.0
2018,Northern Metropolitan,4,14.0,4294.0,@Realty,560000.0
2018,Western Metropolitan,4,6.4,962.0,hockingstuart,
2018,Northern Metropolitan,4,5.2,11918.0,Nelson,1500000.0
2018,Northern Metropolitan,1,5.2,11918.0,Ray,
2018,Northern Metropolitan,2,5.2,11918.0,Nelson,790000.0
2018,Northern Metropolitan,3,5.2,11918.0,Nelson,1100000.0
2018,Northern Metropolitan,4,5.2,11918.0,Jellis,1325000.0
2018,Northern Metropolitan,2,5.2,11918.0,Nelson,1126000.0
2018,Northern Metropolitan,2,5.2,11918.0,Nelson,1355000.0
2018,Northern Metropolitan,2,5.2,11918.0,Nelson,900000.0
2018,Northern Metropolitan,3,5.2,11918.0,Nelson,915000.0
2018,Northern Metropolitan,2,5.2,11918.0,Walshe,570000.0
2018,Northern Metropolitan,4,5.2,11918.0,Noel,
2018,Northern Metropolitan,3,5.2,11918.0,Jellis,1160000.0
2018,Northern Metropolitan,4,5.2,11918.0,Nelson,1661000.0
2018,Northern Metropolitan,3,4.0,5533.0,Ray,
2018,Northern Metropolitan,3,4.0,5533.0,Jellis,925000.0
2018,Northern Metropolitan,2,4.0,5533.0,Nelson,530000.0
2018,Northern Metropolitan,3,5.2,7082.0,Brad,950000.0
2018,Northern Metropolitan,3,5.2,7082.0,Nelson,1326000.0
2018,Northern Metropolitan,3,5.2,7082.0,Alexkarbon,1250000.0
2018,Northern Metropolitan,4,5.2,7082.0,Barry,1440200.0
2018,Northern Metropolitan,3,5.2,7082.0,Nelson,1345000.0
2018,Northern Metropolitan,3,12.1,10175.0,Barry,
2018,Northern Metropolitan,3,12.1,10175.0,Ray,
2018,Northern Metropolitan,3,12.1,10175.0,Barry,785000.0
2018,Northern Metropolitan,3,16.6,1889.0,Raine,430000.0
2018,Northern Metropolitan,2,16.6,1889.0,Raine,350000.0
2018,Northern Metropolitan,1,1.6,6786.0,Whiting,412000.0
2018,Northern Metropolitan,2,3.5,3106.0,Harrington,665000.0
2018,Northern Metropolitan,2,3.5,3106.0,Woodards,1065000.0
2018,Northern Metropolitan,3,3.6,2954.0,Miles,935000.0
2018,Northern Metropolitan,3,3.6,2954.0,Jellis,900000.0
2018,Northern Metropolitan,3,3.6,2954.0,Nelson,
2018,Northern Metropolitan,2,3.6,2954.0,Domain,580000.0
2018,Northern Metropolitan,2,3.6,2954.0,Jellis,1010000.0
2018,Northern Metropolitan,2,6.7,11204.0,Woodards,472500.0
2018,Northern Metropolitan,3,6.7,11204.0,Brad,881000.0
2018,Northern Metropolitan,2,6.7,11204.0,Barry,857000.0
2018,Northern Metropolitan,1,6.7,11204.0,Walshe,295000.0
2018,Northern Metropolitan,3,6.7,11204.0,McGrath,1000000.0
2018,Northern Metropolitan,4,6.7,11204.0,Barry,1025000.0
2018,Northern Metropolitan,3,6.7,3445.0,Ray,
2018,Northern Metropolitan,4,6.7,3445.0,Barry,1115000.0
2018,Northern Metropolitan,2,2.0,4553.0,Kay,1110000.0
2018,Northern Metropolitan,3,2.0,4553.0,Woodards,2330000.0
2018,Northern Metropolitan,4,17.4,1124.0,Barry,550000.0
2018,Northern Metropolitan,4,20.6,15510.0,Barry,750000.0
2018,Northern Metropolitan,4,20.6,15510.0,Brad,730000.0
2018,Northern Metropolitan,3,20.6,15510.0,Barry,530000.0
2018,Northern Metropolitan,3,20.6,15510.0,Stockdale,540000.0
2018,Northern Metropolitan,4,20.6,15510.0,Barry,619500.0
2018,Northern Metropolitan,3,20.6,15510.0,Ray,592500.0
2018,Northern Metropolitan,4,20.6,15510.0,Ray,696000.0
2018,Northern Metropolitan,3,20.6,15510.0,Barry,500000.0
2018,Northern Metropolitan,3,20.6,15510.0,LITTLE,430000.0
2018,Northern Metropolitan,2,2.4,1123.0,Biggin,1410000.0
2018,Northern Metropolitan,3,14.0,2246.0,hockingstuart,434000.0
2018,Western Metropolitan,4,14.8,6388.0,R,
2018,Western Metropolitan,4,14.8,6388.0,Stockdale,545000.0
2018,Northern Victoria,4,21.8,4258.0,Morrison,1100000.0
2018,Western Metropolitan,3,27.7,1184.0,Raine,485000.0
2018,Northern Victoria,3,25.9,7254.0,Barry,537000.0
2018,Northern Victoria,3,25.9,7254.0,Barry,530000.0
2018,Northern Victoria,6,25.9,7254.0,Ray,970000.0
2018,Northern Victoria,3,25.9,7254.0,YPA,490000.0
2018,Northern Metropolitan,2,1.3,3040.0,Whiting,
2018,Northern Metropolitan,4,19.6,10926.0,Love,
2018,Northern Metropolitan,3,19.6,10926.0,hockingstuart,600000.0
2018,Northern Metropolitan,4,19.6,10926.0,HAR,
2018,Northern Metropolitan,2,19.6,10926.0,Love,452000.0
2018,Northern Metropolitan,3,19.6,10926.0,HAR,600000.0
2018,Northern Metropolitan,5,19.6,10926.0,HAR,670000.0
2018,Western Metropolitan,3,7.5,9264.0,Nelson,1725000.0
2018,Western Metropolitan,2,7.5,9264.0,Nelson,468000.0
2018,Western Metropolitan,3,7.5,9264.0,Nelson,1570000.0
2018,Western Metropolitan,4,7.5,9264.0,Nelson,1955000.0
2018,Western Metropolitan,4,7.5,9264.0,Brad,1500000.0
2018,Western Metropolitan,3,7.5,9264.0,Nelson,672500.0
2018,Western Metropolitan,3,7.5,9264.0,Brad,818000.0
2018,Western Metropolitan,5,7.5,9264.0,Nelson,1556000.0
2018,Western Metropolitan,2,7.5,9264.0,Frank,650000.0
2018,Western Metropolitan,2,7.5,9264.0,Frank,615000.0
2018,Western Metropolitan,2,7.5,588.0,Barry,
2018,Northern Metropolitan,3,5.7,2970.0,Jellis,
2018,Northern Metropolitan,1,5.7,2970.0,Nelson,360000.0
2018,Northern Metropolitan,3,13.1,5070.0,Jellis,750000.0
2018,Northern Metropolitan,3,13.1,5070.0,Brad,750000.0
2018,Northern Metropolitan,3,13.1,5070.0,Harcourts,740000.0
2018,Northern Metropolitan,3,13.1,5070.0,Barry,865000.0
2018,Northern Metropolitan,3,13.1,5070.0,Brad,600000.0
2018,Northern Metropolitan,2,2.1,5825.0,Woodards,785000.0
2018,Northern Metropolitan,3,2.1,5825.0,Philip,
2018,Northern Metropolitan,2,2.1,5825.0,Jellis,
2018,Northern Metropolitan,3,2.1,5825.0,Nelson,1595000.0
2018,Northern Metropolitan,3,2.1,5825.0,Nelson,2625000.0
2018,Northern Metropolitan,1,3.6,6244.0,Collins,
2018,Northern Metropolitan,4,3.6,6244.0,Jellis,1780000.0
2018,Northern Metropolitan,2,3.6,6244.0,Jellis,2002000.0
2018,Northern Metropolitan,4,3.6,6244.0,Nelson,1850000.0
2018,Northern Metropolitan,2,3.6,6244.0,Nelson,992000.0
2018,Northern Metropolitan,3,3.6,6244.0,Ray,1125000.0
2018,Northern Metropolitan,1,3.4,3593.0,Nelson,371000.0
2018,Northern Metropolitan,2,3.4,3593.0,Nelson,
2018,Western Metropolitan,2,5.1,7570.0,Jas,408000.0
2018,Western Metropolitan,2,5.1,7570.0,RT,900000.0
2018,Western Metropolitan,1,5.1,7570.0,Jas,
2018,Western Metropolitan,1,5.1,7570.0,McGrath,343000.0
2018,Northern Victoria,3,45.9,3376.0,Raine,513500.0
2018,Northern Victoria,4,45.9,3376.0,RT,940000.0
2018,Western Metropolitan,4,12.9,3285.0,Raine,615000.0
2018,Northern Metropolitan,2,11.2,8870.0,YPA,725000.0
2018,Northern Metropolitan,2,11.2,8870.0,Barry,
2018,Northern Metropolitan,4,11.2,8870.0,Stockdale,772000.0
2018,Northern Metropolitan,4,16.1,8524.0,Morrison,950000.0
2018,Northern Metropolitan,3,16.1,8524.0,Darren,810000.0
2018,Northern Metropolitan,4,16.1,8524.0,Barry,
2018,Northern Metropolitan,3,16.1,8524.0,Nelson,850000.0
2018,Northern Metropolitan,2,16.1,8524.0,Darren,
2018,Northern Metropolitan,2,16.1,8524.0,Jellis,720000.0
2018,Northern Metropolitan,4,16.1,8524.0,Jellis,890000.0
2018,Northern Metropolitan,6,16.1,8524.0,Morrison,968000.0
2018,Northern Metropolitan,3,16.1,8524.0,Nelson,755000.0
2018,Northern Metropolitan,3,16.1,8524.0,Buckingham,805000.0
2018,Northern Metropolitan,3,20.4,4864.0,HAR,516000.0
2018,Northern Metropolitan,4,20.4,4864.0,Barry,818000.0
2018,Northern Metropolitan,4,20.4,4864.0,Barry,640000.0
2018,Northern Metropolitan,4,20.4,4864.0,YPA,720000.0
